Kingdom,Phylum,Class,Order,Family,Genus
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Harpidium
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Heppia
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Jenmania
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Lecidopyrenopsis
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Lemmopsis
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Lempholemma
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Leprocollema
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Lichina
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Lichinella
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Lichinodium
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Mawsonia
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Metamelanea
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Paulia
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Peccania
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Phloeopeccania
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Phylliscidium
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Phyllisciella
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Phylliscidiopsis
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Phylliscum
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Porocyphus
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Pseudarctomia
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Pseudoheppia
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Pseudopaulia
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Psorotichia
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Pterygiopsis
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Pyrenocarpon
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Pyrenopsis
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Solorinaria
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Stromatella
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Synalissa
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Thallinocarpon
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Thelignya
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Thermutis
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Thermutopsis
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Thyrea
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Lichinaceae,Zahlbrucknerella
Fungi,Ascomycota,"Lichinomycetes Reeb, Lutzoni & Cl.Roux",Lichinales,Peltulaceae,Peltula
Fungi,Ascomycota,Sordariomycetes,Xylariales,Requienellaceae,Requienella
Fungi,Ascomycota,Sarcosagium,Thelocarpales,Thelocarpaceae,Sarcosagium
Fungi,Ascomycota,Thelocarpon,Thelocarpales,Thelocarpaceae,Thelocarpon
Fungi,Ascomycota,Vezdaea,Vezdaeales,Vezdaeaceae,Vezdaea
Fungi,Ascomycota,Aphanopsis,,Aphanopsidaceae,Aphanopsis
Fungi,Ascomycota,Steinia,,Aphanopsidaceae,Steinia
Fungi,Ascomycota,Strangospora,,Strangosporaceae,Strangospora
Fungi,Ascomycota,Asteroporum,,,Asteroporum
Fungi,Ascomycota,Biatoridium,,,Biatoridium
Fungi,Ascomycota,Cheiromycina,,,Cheiromycina
Fungi,Ascomycota,Cyanoporina,,,Cyanoporina
Fungi,Ascomycota,Eopyrenula,,,Eopyrenula
Fungi,Ascomycota,Frigidopyrenia,,,Frigidopyrenia
Fungi,Ascomycota,Magmopsis,,,Magmopsis
Fungi,Ascomycota,Melanophloea,,,Melanophloea
Fungi,Ascomycota,Milospium,,,Milospium
Fungi,Ascomycota,Oevstedalia,,,Oevstedalia
Fungi,Ascomycota,Psammina,,,Psammina
Fungi,Ascomycota,Pyrenocollema,,,Pyrenocollema
Fungi,Ascomycota,Thelenidia,,,Thelenidia
Fungi,Ascomycota,Trizodia,,,Trizodia
Fungi,Ascomycota,Wadeana,,,Wadeana
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Acantholichen
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cora
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Corella
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cyphellostereum
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Dictyonema
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Lichenomphalia
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Semiomphalina
Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia
Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelopsis
Fungi,Basidiomycota,Agaricomycetes,Lepidostromatales,Lepidostromataceae,Ertzia
Fungi,Basidiomycota,Agaricomycetes,Lepidostromatales,Lepidostromataceae,Lepidostroma
Fungi,Basidiomycota,Agaricomycetes,Lepidostromatales,Lepidostromataceae,Sulzbacheromyces
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Multiclavula
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Marchandiomphalina
